c,p50,param
0.1698788536702624,0.5227577492019849,0.8309467709927691
0.2284990179470933,0.6118863534603578,0.7714267095272974
0.2905961269599146,0.6890578403201961,0.7066743856310262
0.3007136414088694,0.7172852772568332,0.67734347757408
0.3076821761052864,0.7092755415335001,0.6653825957920193
0.18020154661896673,0.5503077001711133,0.8116856679971656
0.2094026740509496,0.5899117412691443,0.7909012348792636
0.29980083681115166,0.6987822591536218,0.6837611706923165
0.1096328695134575,0.40340287947710807,0.8960986816477667
0.12791505864802757,0.46415328460488964,0.8758634840725161
0.2697369921763153,0.6665226913909507,0.7384349570928596
0.14687268982437687,0.4968334403583823,0.8580052576787869
0.15949796281166437,0.5043975721732267,0.8450702006378353
0.2089265522033971,0.5883757361839216,0.789106108573531
0.2497540176026437,0.6177034278354845,0.7614063358485793
0.13598887916249333,0.4842173035831589,0.8625687872308149
0.1806678705244221,0.5406985928540762,0.8198885560256489
0.23410762886772513,0.6196734736571532,0.7688806872046586
0.247184231825577,0.6197533590961429,0.760689022794735
0.1777281401193088,0.5396956722278247,0.8218864307028653
0.26645380875477037,0.6619920328545492,0.7378501626007599
0.2800305432291894,0.6678611433360796,0.7257104549544556
0.10735961015342463,0.4064766075214175,0.8963335998110801
0.2542629688529094,0.6366869582404672,0.7488610794150776
0.17881561915742974,0.5431529002334363,0.8155931897669503
0.27408770808915084,0.6702912674804364,0.7289814470923451
0.13864117152737865,0.5007836927660826,0.8517902315265303
0.29583486158385397,0.694238798367374,0.692645652736679
0.29782499446828553,0.7053433407106969,0.6821008139810776
0.28938799195731024,0.687376644198766,0.7004287985571426
0.29807379522381605,0.7068240672257559,0.6794148924825905
0.207876549591109,0.5932492366247815,0.7875901794794176
0.15030857742449175,0.5056252960437303,0.8488231093247471
0.27512983553762116,0.6669055344066991,0.732025338919164
0.22539157979076538,0.6023766833443471,0.7723560452550906
0.22340846529216477,0.6025512348791608,0.7729534951156907
0.23420367984449525,0.6236108746554336,0.7667934027034873
0.2281296906044833,0.6159941359860329,0.7680970938008564
0.17921272310216557,0.5472136021017322,0.8134365626300007
0.281390471617515,0.6855359851988014,0.7136961272864014
0.2755312926624682,0.6681425964544441,0.7326911370052119
0.2578378432082535,0.6547709369638305,0.7410095652715112
0.2604703750098769,0.6595331495306456,0.7379951375266915
0.23361034529101976,0.62514543224603,0.7586491231969442
0.17736985686082102,0.5480924518243062,0.8080360283329854
0.20819631164501137,0.5957193213566176,0.7804552835095733
0.2594147654795959,0.6668163610976329,0.7300275245139575
0.173364662340404,0.548784885795562,0.8122777135303446
0.07700529391975931,0.34737733405516047,0.9155138398322058
0.23131716289408685,0.625491705515731,0.7531745786028875
0.21947560752855355,0.6096093343229911,0.75535167641828
0.19268105651238104,0.5934065158530176,0.7757483326910892
0.2579243431182117,0.6777482449622941,0.7065794333250444
0.2851892264345016,0.7183307096201278,0.6472330541349665
0.2827431791458885,0.7375790686824775,0.6261596449304732
0.2623570740286993,0.7027039061841434,0.6656127523247953
0.2580331282378282,0.7001311275534783,0.6621173792335455
0.28098381222043683,0.739499473695136,0.5685949886536039
0.2834052888008471,0.76067038847006,0.5303712997344391
0.27726387947866765,0.7771850100238291,0.5097037162869051
0.2418640356100468,0.786420250151932,0.49823401201788653
0.20125449521415023,0.7852538069953786,0.49375913060723486
0.18833917050742016,0.8245134030396267,0.4189533282039824
0.1770390370689524,0.8340436330167594,0.40189873522028224
0.0571779241221642,0.7066954526421247,0.5425455434553693
0.1989964221948977,0.6734299436023935,0.6502579927694987
0.20081091840032086,0.649433290621465,0.6860726452512245
0.23810349823994018,0.7212047391068745,0.6077795503657694
0.2223490393811664,0.7153381973849224,0.6135962999198595
0.23145235584539012,0.7652182573992705,0.5426227148041849
0.21772071031237464,0.726298280173521,0.5950753952390714
0.23092402800226955,0.7440046849608641,0.5681295795288573
0.1563379420903736,0.6967191051864179,0.5878454732960146
0.1516251875265757,0.7629064980450665,0.4965033717661739
0.19787113550900184,0.8161306715271871,0.4465178311643389
0.13548177431300423,0.8004390213039907,0.42770396201232036
0.18284418670461625,0.8679285045056128,0.29613507202005734
0.18925645637765048,0.8766551897217448,0.27784462050598985
0.14121511612556584,0.9025577240754793,0.23093239535366014
0.11177017444606216,0.8993558946658634,0.24514308499959583
0.08626237292476037,0.8765043185330187,0.3032473497634094
0.12172340966536319,0.9312298184895244,0.16475233178900991
0.11287816210110493,0.9217408877094927,0.17405553275248567
0.142855293777972,0.9076332718311326,0.21892089613551627
0.13327838344948878,0.9043305601182537,0.23299549988164941
0.12587234650127374,0.9047855461690275,0.24240027299702752
0.11397340326845146,0.44522871210840076,0.8752368228532854
0.09308658936112908,0.36302528274575235,0.9140618720157329
0.1097085531753877,0.39593110936139453,0.8974601626347908
0.17909190914733492,0.5437597698212655,0.8133723838366574
0.18918965417911415,0.5675101353276191,0.8035420386523605
0.13600234807468015,0.49396907117466343,0.857359172194323
0.17597596762054812,0.5421890993581576,0.8218095439681183
0.19686468548391806,0.5775122122771892,0.7952757717229799
0.22231720608171882,0.6014669064370265,0.7669997157637469
0.15281669624980118,0.5078445103820513,0.8427081480097169
0.07163003641695416,0.326131275404999,0.92255472308584
0.09490497571493162,0.3709152037398489,0.909605662568501
0.13138888102800597,0.4577645865259837,0.8747623997012841
0.2488403298165689,0.6273028949478793,0.7525741576103535
0.07842763899671219,0.34152248992863676,0.9187398504852085
0.03535963879522339,0.19404486940371063,0.9701132873310953
0.26874466943958725,0.6640984501565418,0.7394417796496188
0.15523497594950397,0.5041839370090075,0.8473251681322329
0.16521449188567391,0.5234165875708217,0.830994739585422
0.21929043898322384,0.5904783473332588,0.7772787081613377
0.2241430686248155,0.6052983197173395,0.7695882024857458
0.2519452892733445,0.6389002195566119,0.7459874311643782
0.25693881050513423,0.6537800532450296,0.7414074332947433
0.25207008731168573,0.6444409016175984,0.7452728451901262
