qt=0.05,qt=0.5,qt=0.95,date,ps
0.9866572046121878,0.9923675028150997,0.995814658362415,2015-05-30,-0.008788282936253607
0.957208916687232,0.9718745876109758,0.9834101059128202,2015-05-31,-0.011464124025177953
0.9066958512530303,0.9318436911943512,0.9543350038577684,2015-06-01,-0.013379528128079757
0.8720843366148188,0.90194512741231,0.9304286509607873,2015-06-02,-0.014992637484538775
0.891897628927417,0.9195912801075474,0.9465118819509202,2015-06-03,-0.016451535140875183
0.9848096238762554,0.991080121598777,0.9951346261201433,2015-06-04,-0.017725646455776442
0.9949883095730274,0.997308821285105,0.9985651254331446,2015-06-05,-0.018847429434630414
0.8956701269884706,0.9228477458337083,0.9470856267015684,2015-06-06,-0.019913220495044362
0.9984771248902388,0.9992601213086965,0.9996315023411199,2015-06-08,-0.011621376363904576
0.9228482940449323,0.9454214905795586,0.9653638121422238,2015-06-09,-0.011574821320613195
0.986828737114054,0.9924691279126556,0.9958757099234258,2015-06-10,-0.011797215898074944
0.9969751603989065,0.9984500853038422,0.9991991695793224,2015-06-11,-0.012613270527398645
0.9778221724940408,0.986610079317009,0.9925515857199743,2015-06-12,-0.009571026548692229
0.9605916442184729,0.9747308182442372,0.9853997727706708,2015-06-13,-0.010899746419266509
0.9968554654503838,0.9983855534284096,0.9991738673271156,2015-06-14,-0.011958805410347393
0.9876275340906981,0.9929277295944476,0.9962472391555477,2015-06-15,-0.012986320322799911
0.9322556168529551,0.952597162244877,0.9700368034986386,2015-06-16,-0.01432461342351427
0.9502738168104806,0.9668917795540233,0.980324980915417,2015-06-17,-0.01578381450367265
0.989329757186691,0.9939754898844169,0.99669801185432,2015-06-18,-0.01710911758050055
0.9016171764480907,0.927903474372674,0.951003387713119,2015-06-19,-0.018654127618590897
0.9853278954611475,0.9913685279029794,0.9952626287668676,2015-06-20,-0.020267851092368033
0.9958515458095688,0.9977892081865276,0.9988336719625882,2015-06-21,-0.02131353244367973
0.9848285993951693,0.991119782036658,0.9951898067716799,2015-06-22,-0.022614791785018636
0.9932413495573262,0.9962425849799292,0.9979804602333056,2015-06-23,-0.023642426936449065
0.9089414496224659,0.9340664910800561,0.9572298052574318,2015-06-24,-0.025115122344040255
0.9943016970315778,0.9969089419824881,0.9983493484767973,2015-06-25,-0.02347544922614568
0.8953995314180445,0.9225553529504865,0.9489016893142955,2015-06-26,-0.020170014973366724
0.8693901416787493,0.9000182185397412,0.9314955487217591,2015-06-27,-0.020455437067824177
0.882132362714702,0.9110687388316545,0.9399895881089906,2015-06-28,-0.02170594597926186
0.8660602791702113,0.8974992792252119,0.93103831067241,2015-06-29,-0.023676653759258273
0.9998118389249246,0.9999265793766127,0.9999662210874316,2015-06-30,-0.017673127011538885
0.9947507942651568,0.9971692352566593,0.9985020071853233,2015-07-01,-0.011946165734550995
0.9096883893441963,0.9343727056970089,0.9568766708937093,2015-07-02,-0.01337242418431411
0.9489993837547489,0.965846571684746,0.9796555104852567,2015-07-03,-0.014668880801776942
0.9472574271706856,0.9645738841532918,0.9789242545455472,2015-07-04,-0.015869577242385448
0.9565736831837484,0.9716298872677664,0.9839229696998553,2015-07-05,-0.01710911758050055
0.9515362374024486,0.968092315443911,0.9819228865367677,2015-07-06,-0.018605015736864704
0.9698060274597088,0.9807362133874258,0.9888775629711236,2015-07-07,-0.018436889599585615
0.8954226982281275,0.9226094025465431,0.9478647942940784,2015-07-08,-0.01944161633536281
0.9188330779582371,0.9420645933685756,0.9628771422939322,2015-07-09,-0.0208559935017
0.916146642522286,0.940201911723533,0.962468018870849,2015-07-10,-0.022948657356271697
0.9239432659194651,0.946782918028615,0.9672314632756531,2015-07-11,-0.02537554026222348
0.9456979366717605,0.9634161913029033,0.9784323658529274,2015-07-12,-0.02815032757843796
0.995317116832933,0.9974795064548412,0.9986606315276597,2015-07-13,-0.03118000204774913
0.9932283626200674,0.9962650839554864,0.9979833024042574,2015-07-14,-0.03269707320204733
0.9369495152436444,0.95603788881505,0.9722791932899205,2015-07-15,-0.03698661542040388
0.9989249578241298,0.9994778671387361,0.9997378336550762,2015-07-17,-0.045377799043735
0.9756413522226539,0.9846901888093793,0.991390539873465,2015-07-18,-0.048471313807399496
0.9308286248282855,0.9516017369161602,0.9694286128373075,2015-07-19,-0.05591232766687071
0.9673930998067313,0.97880062674594,0.9875401294311024,2015-07-20,-0.06656462283794223
0.9240265507014604,0.9457383636643066,0.964359538907076,2015-07-21,-0.077183976631993
0.8446871482434284,0.8763673284367198,0.9110211497044653,2015-07-22,-0.09562219493659277
0.8512300266242908,0.8832578117595048,0.9179637695361053,2015-07-23,-0.11147522724048248
0.8727466231284264,0.9025425006586889,0.9340111485126156,2015-07-24,-0.13852649058622105
0.883735128999364,0.9115347134127585,0.9391285566851088,2015-07-25,-0.144979563741746
0.8132569601032305,0.8498199892106776,0.8982310820455922,2015-07-26,-0.1796594827661844
0.7791199145984311,0.8208948759797952,0.8825523296946993,2015-07-27,-0.22566773782025928
0.7864879152943802,0.8272975790648514,0.8834473608143838,2015-07-28,-0.24645507426058944
0.7385672357246484,0.7810147345778852,0.8395073524340414,2015-07-29,-0.30474367025118576
0.7178262555483856,0.7618964501235062,0.8158648975162903,2015-07-30,-0.44004369708936397
0.7049342615262414,0.7496285555182294,0.8045248927452422,2015-07-31,-0.4488490671993363
0.628676468632817,0.682892564555565,0.7501225385685253,2015-08-01,-0.5701581587439054
0.9986430740890159,0.9992436764202894,0.9995620242083013,2015-08-02,-0.1769714658090985
0.9602062671795608,0.9735211390375775,0.9841351821259776,2015-08-03,-0.06381868518349613
0.9570862395609204,0.9711676901782429,0.9824252839617215,2015-08-04,-0.06810252505257568
0.9004256536663404,0.926816383970777,0.9499602844035987,2015-08-05,-0.07477445198477436
0.9129693541395502,0.9369338011475987,0.9576980249251881,2015-08-06,-0.08649071518959316
0.8950503796373337,0.9218967660091374,0.9462706496805544,2015-08-07,-0.10113307347265241
0.9424092070269714,0.9599791807362651,0.9742478675604376,2015-08-08,-0.125051986148558
0.9042167781930004,0.9285818139939495,0.9521236119068373,2015-08-09,-0.1530925140772635
0.9621288881075848,0.9737797497174148,0.9832712943473332,2015-08-10,-0.1779437432469334
0.9081206348129575,0.9310535915201102,0.951267253672313,2015-08-11,-0.22072534933175464
0.7888982813356015,0.825313348465258,0.8651596305904565,2015-08-12,-0.29785797260413627
0.8224945258044984,0.8590146454102878,0.8929087514642524,2015-08-13,-0.4088315076231408
0.7296795826238659,0.775341353122659,0.834993885961449,2015-08-14,-0.43366248187722106
0.6289868370224094,0.685193367471259,0.7711693005352567,2015-08-15,-0.5300112600711884
0.5696840933297879,0.6365480594838988,0.7286704509300022,2015-08-16,-0.6707144978176274
0.48190693777592625,0.5638404067338445,0.6614326702145091,2015-08-17,-0.8434906874630606
0.42672462224325725,0.5352400245543218,0.6438798535465844,2015-08-18,-0.9621794008558673
0.0,0.24641248986381986,0.4069590300178049,2015-08-19,-1.2735105029972273
0.0,0.14472109969683075,0.3090540245739915,2015-08-20,-1.3473031371741424
0.6294493809436866,0.6795270546127264,0.7453537059206844,2015-08-21,-0.5147591038902727
0.5576626837831457,0.6226433006845511,0.7067685160947602,2015-08-22,-0.682622545554206
0.985027785236718,0.9905930561598865,0.9944515565445666,2015-08-23,-0.10727728263357346
0.9968337313748414,0.9983620369026464,0.9991514407672251,2015-08-24,-0.016494854697051947
0.9987173704140674,0.9993827847202986,0.9996961831323866,2015-08-25,-0.0164919869288195
0.9961996390796557,0.9980109405907023,0.9989665817590375,2015-08-26,-0.01822777601583994
0.9896035599669069,0.9941011521966705,0.9967700613840302,2015-08-27,-0.020328621773118685
0.9740705233060698,0.9837919803862354,0.9909448102140846,2015-08-28,-0.022504283239596856
0.9942190438911218,0.9968728335020522,0.9983379512886084,2015-08-29,-0.021680556497771425
0.9787984593339829,0.9870680972237181,0.9929602409869337,2015-08-30,-0.022310392892882714
0.9799045436947018,0.9877968095429124,0.9934034918823372,2015-08-31,-0.02371728933994157
0.9683271013385237,0.9802525887008594,0.989158046774347,2015-09-01,-0.026082600991516408
0.9947530334504832,0.9971696078935925,0.9984991595059652,2015-09-02,-0.028710756316193256
0.9994176148227604,0.9997444261839544,0.999876333489364,2015-09-03,-0.018067860465089472
0.997776241572249,0.9988806348337892,0.9994270375981815,2015-09-04,-0.016324540381491583
0.997450806102721,0.998687923021818,0.9993268613261344,2015-09-05,-0.017450908964019223
0.9552976428902109,0.9714075621114702,0.9845839441336439,2015-09-06,-0.018916382232064204
0.998497131256492,0.9992635272352206,0.9996300846183261,2015-09-07,-0.019756418398211538
0.9020281390418824,0.9283986444498563,0.9523124665835577,2015-09-09,-0.013937073084143273
0.9946033670959754,0.9971037070628493,0.9984541461262235,2015-09-10,-0.016315371555315157
0.9846355312069657,0.9909358120772707,0.9949388303248665,2015-09-11,-0.01765197820231084
0.9467804311625557,0.9638311412799736,0.9779071330865248,2015-09-12,-0.01858218597003894
0.9464927666100987,0.9637285697873446,0.9777095271897623,2015-09-13,-0.020854594935740836
0.9215129042049772,0.9443566802305109,0.9648343774200475,2015-09-14,-0.02174358463942068
0.9410028019570368,0.9603750326275534,0.9767001723649711,2015-09-15,-0.022693321504716965
0.9250737338644196,0.9476223740991898,0.9676001978854675,2015-09-16,-0.023681649926575853
0.9342162157404045,0.9550860055806567,0.9735681381572117,2015-09-17,-0.024931464283568537
